resposta,char1,char2,MSE,ISS,MSE_centro,ISS_centro,MSE_canny,ISS_canny,MSE_canny_centro,ISS_canny_centro,MSE_skeleton,ISS_skeleton,MSE_skeleton_centro,ISS_skeleton_centro
1,letras/caracter434.png,letras/caracter438.png,52948.9285714,0.367495656251,66139.7142857,0.232785781854,0.213714285714,0.262903602096,0.16,0.374043960466,0.137714285714,0.347636248344,0.164761904762,0.184970410129
1,letras/caracter434.png,letras/caracter429.png,38234.7,0.517526378121,54621.0,0.394590777112,0.200571428571,0.338225450907,0.150476190476,0.37075699847,0.124,0.437209980297,0.169523809524,0.231370434571
1,letras/caracter434.png,letras/caracter432.png,33218.4857143,0.562963053313,42544.9285714,0.453782166238,0.186285714286,0.34779313809,0.110476190476,0.49771932615,0.113714285714,0.443632830655,0.138095238095,0.244216933476
1,letras/caracter434.png,letras/caracter427.png,27533.4428571,0.655175407215,42544.9285714,0.500185563042,0.167428571429,0.465821902365,0.188571428571,0.256909063351,0.116571428571,0.502076031406,0.180952380952,0.21093020964
1,letras/caracter434.png,letras/caracter424.png,42024.7285714,0.532502210015,66697.0714286,0.296723475991,0.173714285714,0.402020425837,0.166666666667,0.433440933776,0.107428571429,0.481981006938,0.165714285714,0.178258248788
1,letras/caracter434.png,letras/caracter428.png,36339.6857143,0.548058198293,55364.1428571,0.369220295921,0.194857142857,0.376424756318,0.179047619048,0.388641376841,0.120571428571,0.454063152068,0.179047619048,0.195375658064
1,letras/caracter365.png,letras/caracter367.png,55512.7714286,0.355351404723,68554.9285714,0.367021811082,0.3,0.118460926939,0.165714285714,0.268123726996,0.195428571429,0.182109031978,0.255238095238,0.111976800149
1,letras/caracter365.png,letras/caracter371.png,44588.5714286,0.461322144078,56850.4285714,0.421934181295,0.242285714286,0.265147187704,0.182857142857,0.305496979634,0.143428571429,0.369990450165,0.178095238095,0.317488968183
1,letras/caracter365.png,letras/caracter368.png,50162.1428571,0.396792329038,62609.7857143,0.358050071445,0.253142857143,0.191102302774,0.173333333333,0.305730427719,0.165714285714,0.280989054863,0.198095238095,0.211771571586
1,letras/caracter365.png,letras/caracter358.png,59488.5857143,0.345914731436,77286.8571429,0.257134573446,0.267428571429,0.186192387871,0.192380952381,0.223434051007,0.189714285714,0.192003578173,0.254285714286,0.0418540219516
1,letras/caracter365.png,letras/caracter363.png,48675.8571429,0.394550535662,58708.2857143,0.444120989039,0.251428571429,0.193993490859,0.18380952381,0.265703456905,0.154285714286,0.227165396256,0.200952380952,0.180194236408
1,letras/caracter365.png,letras/caracter372.png,65768.1428571,0.24552820276,73942.7142857,0.220179052743,0.281142857143,0.123346762913,0.186666666667,0.254777005768,0.164571428571,0.210706054955,0.180952380952,0.24068468178
1,letras/caracter365.png,letras/caracter364.png,46892.3142857,0.429367135779,59823.0,0.429518120428,0.233142857143,0.21972725712,0.157142857143,0.347139880744,0.150857142857,0.2821395667,0.202857142857,0.201777878385
1,letras/caracter365.png,letras/caracter366.png,61197.8142857,0.278697054211,75986.3571429,0.286444899117,0.281714285714,0.075599003305,0.177142857143,0.273911061983,0.173142857143,0.137141066589,0.218095238095,0.132371890097
1,letras/caracter365.png,letras/caracter362.png,56293.0714286,0.324206383098,79144.7142857,0.209200902538,0.232,0.195669945067,0.192380952381,0.198380533555,0.146857142857,0.259955046166,0.206666666667,0.12180986043
1,letras/caracter365.png,letras/caracter361.png,58968.3857143,0.28976946155,68183.3571429,0.298810591659,0.289142857143,0.100723774963,0.177142857143,0.24419216536,0.177142857143,0.182864508324,0.184761904762,0.220006176743
1,letras/caracter365.png,letras/caracter360.png,65322.2571429,0.225075369933,82303.0714286,0.188322845958,0.293142857143,0.074805122003,0.159047619048,0.335557420639,0.162857142857,0.193797981463,0.19619047619,0.203776284376
1,letras/caracter365.png,letras/caracter359.png,63390.0857143,0.268214565281,71527.5,0.262317011574,0.286285714286,0.0948907788947,0.199047619048,0.210782559536,0.173142857143,0.161528952182,0.207619047619,0.154152013188
1,letras/caracter365.png,letras/caracter369.png,52725.9857143,0.402021080898,69855.4285714,0.339994769562,0.234285714286,0.277756205308,0.170476190476,0.313676666778,0.156571428571,0.324543729674,0.209523809524,0.248409673464
1,letras/caracter365.png,letras/caracter370.png,58299.5571429,0.317031413216,74128.5,0.237856974313,0.283428571429,0.141658757124,0.172380952381,0.252204953855,0.174285714286,0.226035179995,0.210476190476,0.179304257761
1,letras/caracter282.png,letras/caracter281.png,65062.1571429,0.271272614747,90663.4285714,0.231909278797,0.290285714286,0.120496256891,0.204761904762,0.221450717831,0.172,0.212148035264,0.238095238095,0.147592096087
1,letras/caracter282.png,letras/caracter273.png,43362.3857143,0.463556255015,58708.2857143,0.456281298594,0.228,0.26750387833,0.197142857143,0.2088957049,0.128,0.405602155388,0.166666666667,0.332453049302
1,letras/caracter282.png,letras/caracter276.png,45034.4571429,0.39504148875,61495.0714286,0.343033812692,0.259428571429,0.196245214635,0.185714285714,0.234059477865,0.136571428571,0.351338577505,0.180952380952,0.244749007786
1,letras/caracter282.png,letras/caracter275.png,36785.5714286,0.497351218583,47746.9285714,0.511173333112,0.225142857143,0.313819374339,0.185714285714,0.291491768291,0.118285714286,0.460014985941,0.150476190476,0.436982119533
1,letras/caracter282.png,letras/caracter278.png,55624.2428571,0.351653399909,74685.8571429,0.285035771599,0.260571428571,0.224061640964,0.205714285714,0.244476393395,0.151428571429,0.315384439369,0.190476190476,0.253250311855
1,letras/caracter282.png,letras/caracter279.png,59748.6857143,0.28466209317,77101.0714286,0.270879028415,0.293714285714,0.0964798593889,0.19619047619,0.255802575598,0.159428571429,0.231092304656,0.187619047619,0.235239386843
1,letras/caracter282.png,letras/caracter280.png,49716.2571429,0.400801747568,68740.7142857,0.341093771588,0.264,0.19534395863,0.21619047619,0.240774067773,0.155428571429,0.298279586825,0.211428571429,0.160900234923
1,letras/caracter282.png,letras/caracter274.png,41801.7857143,0.44587067857,56107.2857143,0.4197511378,0.254857142857,0.21357495411,0.159047619048,0.359828687443,0.144571428571,0.338726490934,0.194285714286,0.223656696653
1,letras/caracter282.png,letras/caracter272.png,42656.4,0.425179502229,55364.1428571,0.411522438791,0.245142857143,0.211542696847,0.199047619048,0.247287801436,0.127428571429,0.381425951542,0.165714285714,0.291767999641
1,letras/caracter282.png,letras/caracter277.png,40575.6,0.410244391071,54063.6428571,0.418723838976,0.249714285714,0.19305208297,0.197142857143,0.296432761627,0.133142857143,0.379440115501,0.175238095238,0.320823212698
1,letras/caracter401.png,letras/caracter403.png,43585.3285714,0.408036309622,42916.5,0.382305254356,0.262285714286,0.239044924843,0.154285714286,0.488945308715,0.152,0.37533273078,0.145714285714,0.400324111423
1,letras/caracter401.png,letras/caracter392.png,46372.1142857,0.393614919754,49604.7857143,0.377959651829,0.24,0.201327384377,0.128571428571,0.531339533248,0.165714285714,0.271164658717,0.178095238095,0.230899292033
1,letras/caracter401.png,letras/caracter396.png,50050.6714286,0.338756831419,55364.1428571,0.366047288723,0.263428571429,0.257947858315,0.174285714286,0.410909749886,0.157142857143,0.377392248481,0.161904761905,0.392286537003
1,letras/caracter401.png,letras/caracter391.png,32995.5428571,0.491449116254,34370.3571429,0.485945340304,0.185142857143,0.385284760042,0.110476190476,0.573653840731,0.1,0.528479084194,0.101904761905,0.538861758105
1,letras/caracter401.png,letras/caracter402.png,45591.8142857,0.383048879876,44960.1428571,0.427018553441,0.253142857143,0.261560472668,0.138095238095,0.512179991012,0.16,0.378146509439,0.139047619048,0.456821687243
1,letras/caracter401.png,letras/caracter394.png,39460.8857143,0.494641708298,45703.2857143,0.474029788125,0.231428571429,0.254520563786,0.141904761905,0.521117586066,0.141714285714,0.368610306885,0.170476190476,0.2706191481
1,letras/caracter401.png,letras/caracter400.png,42693.5571429,0.453756854455,38829.2142857,0.50653048743,0.237714285714,0.284970820188,0.120952380952,0.604361749781,0.150857142857,0.370041256485,0.137142857143,0.443028921575
1,letras/caracter401.png,letras/caracter399.png,43659.6428571,0.430400842657,39200.7857143,0.440801298919,0.245714285714,0.263428401766,0.144761904762,0.421746365237,0.145142857143,0.367405010141,0.134285714286,0.354295332615
1,letras/caracter401.png,letras/caracter395.png,37119.9857143,0.524247907204,41616.0,0.510588336977,0.196571428571,0.371458318812,0.134285714286,0.559766208403,0.118857142857,0.5010829822,0.131428571429,0.487625663671
1,letras/caracter401.png,letras/caracter389.png,46929.4714286,0.364661582738,53692.0714286,0.375783677901,0.268,0.199542196162,0.140952380952,0.46437019032,0.149142857143,0.332902149042,0.155238095238,0.362488811175
1,letras/caracter401.png,letras/caracter393.png,47115.2571429,0.36842381843,56107.2857143,0.273932423235,0.202285714286,0.309588433367,0.151428571429,0.358394269965,0.112571428571,0.470970125728,0.120952380952,0.441228680979
1,letras/caracter401.png,letras/caracter390.png,52837.4571429,0.331833982364,65210.7857143,0.273774064873,0.243428571429,0.240017583942,0.175238095238,0.414217269957,0.139428571429,0.368395400205,0.155238095238,0.33740593812
1,letras/caracter401.png,letras/caracter398.png,38903.5285714,0.552916725129,33069.8571429,0.63422280343,0.206857142857,0.40673786239,0.118095238095,0.596692708865,0.136571428571,0.454218793049,0.120952380952,0.559088198772
1,letras/caracter401.png,letras/caracter397.png,51797.0571429,0.379809815934,54992.5714286,0.32269822896,0.251428571429,0.302643448114,0.133333333333,0.511325939662,0.151428571429,0.419777206396,0.140952380952,0.444861129849
1,letras/caracter403.png,letras/caracter392.png,52503.0428571,0.378241837194,63910.2857143,0.307473043237,0.236,0.221597210158,0.166666666667,0.46558966359,0.168,0.26505592524,0.198095238095,0.184350143838
1,letras/caracter403.png,letras/caracter396.png,59079.8571429,0.283664015972,77472.6428571,0.18340389105,0.234285714286,0.237926242389,0.208571428571,0.34392578089,0.153714285714,0.324220085877,0.181904761905,0.269764785622
1,letras/caracter403.png,letras/caracter391.png,37342.9285714,0.441429275208,46074.8571429,0.387059440596,0.201714285714,0.311335435857,0.139047619048,0.500896508171,0.111428571429,0.449328257696,0.140952380952,0.415239944796
1,letras/caracter403.png,letras/caracter402.png,38346.1714286,0.440292152265,38457.6428571,0.53080247242,0.249142857143,0.230004996309,0.145714285714,0.526062432671,0.148571428571,0.35410630612,0.14380952381,0.462323699917
1,letras/caracter403.png,letras/caracter394.png,50719.5,0.384844298479,69298.0714286,0.252269772189,0.233142857143,0.251455803102,0.193333333333,0.406657017956,0.145142857143,0.369631242768,0.194285714286,0.244911405148
1,letras/caracter403.png,letras/caracter400.png,55958.6571429,0.28497364835,64281.8571429,0.259457832196,0.269142857143,0.190503119954,0.185714285714,0.45946127272,0.162285714286,0.297690079058,0.172380952381,0.339972964477
1,letras/caracter403.png,letras/caracter399.png,39535.2,0.461228941718,47189.5714286,0.365196040769,0.250857142857,0.236784649,0.16380952381,0.428789719089,0.133714285714,0.366349245429,0.161904761905,0.25086571992
1,letras/caracter403.png,letras/caracter395.png,45926.2285714,0.404859167555,61495.0714286,0.279563934792,0.190285714286,0.324073958524,0.159047619048,0.482968783361,0.12,0.437527589332,0.153333333333,0.365260724589
1,letras/caracter403.png,letras/caracter389.png,43027.9714286,0.428857488127,53134.7142857,0.40402493519,0.229714285714,0.26798054056,0.177142857143,0.357736859739,0.14,0.368630955722,0.173333333333,0.319210570638
1,letras/caracter403.png,letras/caracter393.png,49233.2142857,0.374166120659,64839.2142857,0.254625831303,0.194857142857,0.310863642471,0.181904761905,0.348777102971,0.108,0.472519314112,0.133333333333,0.446229319478
1,letras/caracter403.png,letras/caracter390.png,42916.5,0.422653394531,53877.8571429,0.403900891291,0.240571428571,0.220047024447,0.184761904762,0.408917711858,0.133714285714,0.36730484409,0.167619047619,0.276072192886
1,letras/caracter403.png,letras/caracter398.png,51276.8571429,0.403102624118,60008.7857143,0.328090195652,0.241714285714,0.258902776036,0.188571428571,0.400850554595,0.153714285714,0.354295064985,0.169523809524,0.341140254208
1,letras/caracter403.png,letras/caracter397.png,53692.0714286,0.374194896998,67811.7857143,0.229481110565,0.224571428571,0.28925576532,0.175238095238,0.430032263043,0.137714285714,0.397228752724,0.162857142857,0.349014147685
1,letras/caracter228.png,letras/caracter241.png,58633.9714286,0.392499379222,70412.7857143,0.223995798599,0.196571428571,0.361766874568,0.155238095238,0.317343349528,0.147428571429,0.409978253605,0.157142857143,0.310509288637
1,letras/caracter228.png,letras/caracter225.png,51499.8,0.456074375377,71527.5,0.327502783426,0.194857142857,0.358302157007,0.147619047619,0.351805995942,0.157714285714,0.335937658377,0.214285714286,0.159316489849
1,letras/caracter228.png,letras/caracter239.png,52837.4571429,0.382287074509,66697.0714286,0.349726223088,0.272571428571,0.165274344495,0.189523809524,0.295639932295,0.162285714286,0.271846886028,0.199047619048,0.201227617375
1,letras/caracter228.png,letras/caracter233.png,36674.1,0.550489375388,48861.6428571,0.477235679092,0.190857142857,0.388762874394,0.161904761905,0.38034575746,0.124,0.441577530062,0.16380952381,0.309681532246
1,letras/caracter228.png,letras/caracter227.png,50385.0857143,0.412572632713,74314.2857143,0.337445561353,0.256,0.1922061269,0.189523809524,0.218438972082,0.157142857143,0.332088431519,0.229523809524,0.189039445938
1,letras/caracter228.png,letras/caracter240.png,56070.1285714,0.34881096436,72084.8571429,0.280929857837,0.269714285714,0.180565251893,0.168571428571,0.34390057356,0.177142857143,0.274609286496,0.22,0.166560132598
1,letras/caracter228.png,letras/caracter238.png,43139.4428571,0.51965703158,67440.2142857,0.288533047618,0.18,0.399284699529,0.169523809524,0.268442359176,0.123428571429,0.462108111545,0.190476190476,0.165052306746
1,letras/caracter228.png,letras/caracter234.png,42359.1428571,0.572775980148,68369.1428571,0.356153101263,0.162285714286,0.465750072824,0.159047619048,0.354872782272,0.101142857143,0.568363874326,0.160952380952,0.327458279255
1,letras/caracter228.png,letras/caracter231.png,49158.9,0.467499133615,71713.2857143,0.292036676632,0.216,0.339622261652,0.171428571429,0.288057758836,0.126857142857,0.464116749093,0.181904761905,0.240717210565
1,letras/caracter228.png,letras/caracter237.png,49381.8428571,0.389777129404,61866.6428571,0.401657819514,0.253142857143,0.196945529226,0.168571428571,0.271112196972,0.156571428571,0.336468636124,0.186666666667,0.303076418109
1,letras/caracter228.png,letras/caracter230.png,42805.0285714,0.488484434042,68183.3571429,0.31368778011,0.198285714286,0.359098999032,0.16380952381,0.24588602958,0.136,0.416584568831,0.21619047619,0.154209182527
1,letras/caracter228.png,letras/caracter242.png,46149.1714286,0.557135206145,49047.4285714,0.460787982218,0.178857142857,0.416282900189,0.155238095238,0.334602184728,0.117714285714,0.558360468231,0.124761904762,0.461751011733
1,letras/caracter228.png,letras/caracter236.png,47821.2428571,0.52198553829,54621.0,0.418263486937,0.218857142857,0.347350309328,0.15619047619,0.360553843298,0.152,0.419773650719,0.177142857143,0.292421458293
1,letras/caracter228.png,letras/caracter229.png,47040.9428571,0.439796985125,66139.7142857,0.384800673675,0.196571428571,0.330001429864,0.173333333333,0.227442716169,0.130285714286,0.386380774895,0.173333333333,0.294069058724
1,letras/caracter228.png,letras/caracter232.png,35968.1142857,0.592782981769,55549.9285714,0.391464488272,0.146857142857,0.53070036387,0.139047619048,0.396015977858,0.0988571428571,0.590235518967,0.157142857143,0.354674081067
1,letras/caracter228.png,letras/caracter235.png,45591.8142857,0.500907639012,73756.9285714,0.314245846367,0.196,0.370591231088,0.168571428571,0.332903049217,0.122857142857,0.469239774129,0.197142857143,0.275333352506
1,letras/caracter228.png,letras/caracter226.png,57073.3714286,0.341704419428,81745.7142857,0.209833254712,0.213142857143,0.30171546373,0.152380952381,0.365433847923,0.149714285714,0.321569562545,0.202857142857,0.153820895204
1,letras/caracter217.png,letras/caracter222.png,66882.8571429,0.260992275974,78215.7857143,0.214349960212,0.269142857143,0.17540190328,0.19619047619,0.246848670471,0.179428571429,0.195254244306,0.199047619048,0.184751015132
1,letras/caracter217.png,letras/caracter219.png,45034.4571429,0.393708896629,67811.7857143,0.307051834127,0.201142857143,0.264334120397,0.179047619048,0.263418555829,0.120571428571,0.383827605496,0.173333333333,0.328696905062
1,letras/caracter217.png,letras/caracter221.png,47598.3,0.37803298855,72084.8571429,0.257023688947,0.226857142857,0.216949773224,0.165714285714,0.321331334428,0.14,0.342072484022,0.205714285714,0.243509244589
