resposta,char1,char2,MSE,ISS,MSE_centro,ISS_centro,MSE_canny,ISS_canny,MSE_canny_centro,ISS_canny_centro,MSE_skeleton,ISS_skeleton,MSE_skeleton_centro,ISS_skeleton_centro,imgA_mean,imgB_mean,imgA_var,imgB_var,imgA_entropy,imgB_entropy
1,../letras/caracter585.png,../letras/caracter580.png,8174.57142857,0.613773940749,13438.5,0.424877200273,0.134857142857,0.548673921563,0.192380952381,0.36871596269,0.0725714285714,0.638529901194,0.119047619048,0.451929997984,0.0914285714286,0.088,0.0830693877551,0.080256,0.0123121590934,0.0123121590934
1,../letras/caracter585.png,../letras/caracter572.png,7951.62857143,0.606012730294,12943.0714286,0.420106856013,0.122285714286,0.552765666809,0.154285714286,0.494972900191,0.0645714285714,0.643980292938,0.104761904762,0.462964275735,0.0914285714286,0.0651428571429,0.0830693877551,0.0608992653061,0.0123121590934,0.0123121590934
1,../letras/caracter585.png,../letras/caracter582.png,10292.5285714,0.527352334771,15234.4285714,0.368446643686,0.139428571429,0.482032506893,0.187619047619,0.354492823657,0.0782857142857,0.587413776696,0.12380952381,0.416671721805,0.0914285714286,0.127428571429,0.0830693877551,0.111190530612,0.0123121590934,0.0123121590934
1,../letras/caracter585.png,../letras/caracter587.png,4644.64285714,0.730043296688,7741.07142857,0.554887669708,0.106857142857,0.624021858712,0.148571428571,0.528318529405,0.0594285714286,0.708459932288,0.0990476190476,0.495270872078,0.0914285714286,0.0771428571429,0.0830693877551,0.0711918367347,0.0123121590934,0.0123121590934
1,../letras/caracter585.png,../letras/caracter574.png,6428.18571429,0.702916749161,10713.6428571,0.510650384088,0.0994285714286,0.643135232448,0.161904761905,0.485525889133,0.0548571428571,0.718385941321,0.0914285714286,0.517233962628,0.0914285714286,0.0531428571429,0.0830693877551,0.0503186938776,0.0123121590934,0.0123121590934
1,../letras/caracter585.png,../letras/caracter590.png,8100.25714286,0.653976204252,13500.4285714,0.424950980822,0.110285714286,0.607433911657,0.184761904762,0.387690553541,0.064,0.684765885256,0.106666666667,0.458172160651,0.0914285714286,0.0857142857143,0.0830693877551,0.0783673469388,0.0123121590934,0.0123121590934
1,../letras/caracter585.png,../letras/caracter568.png,7394.27142857,0.648300398489,12323.7857143,0.42834370983,0.110857142857,0.583300208194,0.178095238095,0.409512356479,0.0634285714286,0.660651602595,0.105714285714,0.431431064612,0.0914285714286,0.084,0.0830693877551,0.076944,0.0123121590934,0.0123121590934
1,../letras/caracter585.png,../letras/caracter584.png,6874.07142857,0.668697869691,11456.7857143,0.447472001502,0.112,0.624384371892,0.178095238095,0.382587740408,0.0668571428571,0.675666632636,0.111428571429,0.459889219324,0.0914285714286,0.0748571428571,0.0830693877551,0.0692535510204,0.0123121590934,0.0123121590934
1,../letras/caracter585.png,../letras/caracter589.png,6242.4,0.708899915156,10404.0,0.506760060308,0.112,0.617554785173,0.157142857143,0.490906652922,0.0548571428571,0.717505884605,0.0914285714286,0.514235997688,0.0914285714286,0.0594285714286,0.0830693877551,0.0558968163265,0.0123121590934,0.0123121590934
1,../letras/caracter585.png,../letras/caracter576.png,9772.32857143,0.551683938901,16287.2142857,0.337960977481,0.130285714286,0.526377600563,0.182857142857,0.389529685434,0.0765714285714,0.603526533197,0.127619047619,0.416001300539,0.0914285714286,0.0988571428571,0.0830693877551,0.0890844081633,0.0123121590934,0.0123121590934
1,../letras/caracter585.png,../letras/caracter567.png,7208.48571429,0.669229725839,12014.1428571,0.473887486511,0.128,0.58425527346,0.187619047619,0.355760097482,0.0691428571429,0.686350498871,0.115238095238,0.490190296914,0.0914285714286,0.102857142857,0.0830693877551,0.0922775510204,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter588.png,12261.8571429,0.498509669921,18888.2142857,0.30055683841,0.157142857143,0.487192138467,0.180952380952,0.312196934319,0.0914285714286,0.556374715313,0.138095238095,0.382725033989,0.148571428571,0.0685714285714,0.126497959184,0.0638693877551,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter571.png,9103.5,0.569692573726,13995.8571429,0.381277697851,0.148571428571,0.515187837205,0.181904761905,0.330449648208,0.088,0.580243606703,0.134285714286,0.407263872522,0.148571428571,0.113714285714,0.126497959184,0.100783346939,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter569.png,11927.4428571,0.487656488811,18330.8571429,0.268536590039,0.152571428571,0.464142325404,0.165714285714,0.313311978097,0.0885714285714,0.554001897438,0.133333333333,0.372868407257,0.148571428571,0.0874285714286,0.126497959184,0.0797848163265,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter578.png,12930.6857143,0.489675868329,19941.0,0.289400385848,0.162857142857,0.467506537893,0.169523809524,0.33711083638,0.0931428571429,0.560229153813,0.137142857143,0.421849463606,0.148571428571,0.0914285714286,0.126497959184,0.0830693877551,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter586.png,11593.0285714,0.498081338905,17773.5,0.275306890647,0.149142857143,0.481914662991,0.177142857143,0.335289804866,0.0828571428571,0.574101722322,0.12380952381,0.396427811799,0.148571428571,0.0628571428571,0.126497959184,0.058906122449,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter575.png,12299.0142857,0.512236228401,19135.9285714,0.317731149958,0.161142857143,0.471601033461,0.185714285714,0.277481952588,0.0857142857143,0.578685940859,0.12380952381,0.434305846625,0.148571428571,0.0954285714286,0.126497959184,0.0863219591837,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter579.png,15271.5857143,0.412450316359,23904.4285714,0.203643440174,0.169714285714,0.448790342979,0.181904761905,0.286539186209,0.106285714286,0.512232158081,0.162857142857,0.355788371096,0.148571428571,0.141142857143,0.126497959184,0.12122155102,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter577.png,14119.7142857,0.412904684829,21984.6428571,0.171450115061,0.166857142857,0.428894325798,0.206666666667,0.23624129182,0.102857142857,0.495580774874,0.157142857143,0.29684582095,0.148571428571,0.112,0.126497959184,0.099456,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter583.png,12744.9,0.444932367585,19693.2857143,0.227568117121,0.158285714286,0.42675444177,0.181904761905,0.336473126295,0.0925714285714,0.521848548471,0.14,0.340684877017,0.148571428571,0.1,0.126497959184,0.09,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter570.png,15606.0,0.422713030168,21922.7142857,0.233208826837,0.168571428571,0.4283061605,0.2,0.221531823034,0.104,0.524268976134,0.139047619048,0.378420202525,0.148571428571,0.134857142857,0.126497959184,0.116670693878,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter581.png,11778.8142857,0.468523581239,18083.1428571,0.272781848885,0.153714285714,0.445620230598,0.187619047619,0.298549634002,0.0902857142857,0.530220139054,0.13619047619,0.365746215178,0.148571428571,0.101142857143,0.126497959184,0.0909129795918,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter580.png,13153.6285714,0.45373959865,20188.7142857,0.268790385565,0.160571428571,0.451654570601,0.193333333333,0.258932181341,0.0914285714286,0.537395997504,0.13619047619,0.398101390569,0.148571428571,0.088,0.126497959184,0.080256,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter572.png,12930.6857143,0.451503154965,19693.2857143,0.284824345138,0.158285714286,0.445091375606,0.147619047619,0.422749013912,0.0868571428571,0.532720302762,0.127619047619,0.409979904714,0.148571428571,0.0651428571429,0.126497959184,0.0608992653061,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter582.png,14082.5571429,0.440477625504,21984.6428571,0.224893436837,0.166285714286,0.424454370825,0.192380952381,0.254517778945,0.0971428571429,0.52993639367,0.148571428571,0.360638149283,0.148571428571,0.127428571429,0.126497959184,0.111190530612,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter587.png,11704.5,0.497907622984,17959.2857143,0.274450360284,0.152,0.469311877032,0.159047619048,0.333038230823,0.0851428571429,0.562198318611,0.127619047619,0.375597397385,0.148571428571,0.0771428571429,0.126497959184,0.0711918367347,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter574.png,11778.8142857,0.494423920252,18083.1428571,0.271261278495,0.156,0.482884347402,0.185714285714,0.284659401763,0.0817142857143,0.570252596029,0.121904761905,0.39175195996,0.148571428571,0.0531428571429,0.126497959184,0.0503186938776,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter590.png,13227.9428571,0.468947924074,20498.3571429,0.230794421846,0.158857142857,0.463970452223,0.18380952381,0.304896154621,0.084,0.56281492213,0.125714285714,0.381602264272,0.148571428571,0.0857142857143,0.126497959184,0.0783673469388,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter568.png,13636.6714286,0.438471825366,21179.5714286,0.200681197566,0.161714285714,0.440691036006,0.188571428571,0.275769941508,0.088,0.525319997083,0.132380952381,0.332789645875,0.148571428571,0.084,0.126497959184,0.076944,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter584.png,11481.5571429,0.528074888478,17587.7142857,0.351021844057,0.158285714286,0.472747981472,0.173333333333,0.29583333527,0.0845714285714,0.574683404666,0.126666666667,0.417456782991,0.148571428571,0.0748571428571,0.126497959184,0.0692535510204,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter589.png,12113.2285714,0.488408230729,18640.5,0.26976246963,0.156,0.46257129126,0.158095238095,0.398634309845,0.0817142857143,0.568465643697,0.121904761905,0.394148712397,0.148571428571,0.0594285714286,0.126497959184,0.0558968163265,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter576.png,12670.5857143,0.460411671087,19569.4285714,0.279068622222,0.159428571429,0.43430096279,0.174285714286,0.309386338783,0.0931428571429,0.536596510594,0.140952380952,0.408650882669,0.148571428571,0.0988571428571,0.126497959184,0.0890844081633,0.0123121590934,0.0123121590934
1,../letras/caracter573.png,../letras/caracter567.png,12856.3714286,0.46440872972,19879.0714286,0.252163499447,0.169714285714,0.438805078011,0.205714285714,0.205221906842,0.0914285714286,0.534596283479,0.138095238095,0.353681364906,0.148571428571,0.102857142857,0.126497959184,0.0922775510204,0.0123121590934,0.0123121590934
1,../letras/caracter125.png,../letras/caracter124.png,14491.2857143,0.387229333761,19507.5,0.124615910801,0.205142857143,0.362405409828,0.187619047619,0.38635730735,0.138857142857,0.421403377382,0.182857142857,0.174680310027,0.170857142857,0.185714285714,0.141664979592,0.151224489796,0.0123121590934,0.0123121590934
1,../letras/caracter125.png,../letras/caracter119.png,12707.7428571,0.504426133732,18950.1428571,0.306733493172,0.166285714286,0.465255280585,0.188571428571,0.386537873966,0.101142857143,0.568530463792,0.150476190476,0.378288731876,0.170857142857,0.1,0.141664979592,0.09,0.0123121590934,0.0123121590934
1,../letras/caracter125.png,../letras/caracter115.png,13079.3142857,0.459960553746,19383.6428571,0.222576439634,0.162285714286,0.43520162999,0.16380952381,0.436977805211,0.109714285714,0.504155684854,0.155238095238,0.282587173756,0.170857142857,0.0794285714286,0.141664979592,0.0731196734694,0.0123121590934,0.0123121590934
1,../letras/caracter125.png,../letras/caracter118.png,11258.6142857,0.48462143943,16534.9285714,0.263295769305,0.170285714286,0.446272056259,0.188571428571,0.366848483883,0.103428571429,0.525816023131,0.154285714286,0.30364104671,0.170857142857,0.08,0.141664979592,0.0736,0.0123121590934,0.0123121590934
1,../letras/caracter125.png,../letras/caracter122.png,11295.7714286,0.534716248813,16596.8571429,0.351564689321,0.152,0.511965033131,0.172380952381,0.395049634335,0.0942857142857,0.609431097791,0.133333333333,0.45753009142,0.170857142857,0.110285714286,0.141664979592,0.0981227755102,0.0123121590934,0.0123121590934
1,../letras/caracter125.png,../letras/caracter120.png,13785.3,0.477472888372,20746.0714286,0.245316135707,0.165142857143,0.446274345072,0.18380952381,0.33605931322,0.104,0.530237422688,0.149523809524,0.319302308986,0.170857142857,0.114285714286,0.141664979592,0.101224489796,0.0123121590934,0.0123121590934
1,../letras/caracter125.png,../letras/caracter127.png,10589.7857143,0.493259783786,15420.2142857,0.294187886698,0.161142857143,0.479133293497,0.132380952381,0.551123207182,0.106285714286,0.535633948802,0.159047619048,0.325119679454,0.170857142857,0.0971428571429,0.141664979592,0.087706122449,0.0123121590934,0.0123121590934
1,../letras/caracter125.png,../letras/caracter128.png,13562.3571429,0.447258897422,20374.5,0.19567070758,0.166285714286,0.415529068079,0.201904761905,0.280371513801,0.102285714286,0.524517248222,0.150476190476,0.296266830601,0.170857142857,0.0777142857143,0.141664979592,0.0716747755102,0.0123121590934,0.0123121590934
1,../letras/caracter125.png,../letras/caracter116.png,14862.8571429,0.417034894455,22542.0,0.144625665922,0.176571428571,0.431067042124,0.205714285714,0.331866060675,0.122857142857,0.46961625181,0.184761904762,0.20608579164,0.170857142857,0.152571428571,0.141664979592,0.129293387755,0.0123121590934,0.0123121590934
1,../letras/caracter125.png,../letras/caracter123.png,11741.6571429,0.442071385452,17340.0,0.182412130397,0.18,0.390044211455,0.188571428571,0.367045382131,0.105142857143,0.486998116342,0.155238095238,0.226381339215,0.170857142857,0.0702857142857,0.141664979592,0.0653456326531,0.0123121590934,0.0123121590934
1,../letras/caracter125.png,../letras/caracter121.png,14974.3285714,0.4055226028,22727.7857143,0.12064520428,0.165714285714,0.409647720373,0.205714285714,0.31042401046,0.112571428571,0.472319903871,0.167619047619,0.202136637054,0.170857142857,0.104,0.141664979592,0.093184,0.0123121590934,0.0123121590934
1,../letras/caracter125.png,../letras/caracter117.png,14639.9142857,0.402456361152,18826.2857143,0.171595685357,0.188,0.382754247438,0.18380952381,0.407410857029,0.127428571429,0.464415509606,0.173333333333,0.240596493247,0.170857142857,0.172,0.141664979592,0.142416,0.0123121590934,0.0123121590934
1,../letras/caracter125.png,../letras/caracter126.png,9214.97142857,0.613227487254,13314.6428571,0.477710572474,0.149714285714,0.547829121072,0.18380952381,0.41865526102,0.1,0.594760421029,0.133333333333,0.448158108914,0.170857142857,0.133142857143,0.141664979592,0.115415836735,0.0123121590934,0.0123121590934
1,../letras/caracter450.png,../letras/caracter462.png,7765.84285714,0.665321732966,12943.0714286,0.410121176416,0.123428571429,0.60300910876,0.128571428571,0.288129406836,0.0714285714286,0.696529803984,0.119047619048,0.45911372286,0.144571428571,0.0457142857143,0.123670530612,0.0436244897959,0.0123121590934,0.0123121590934
1,../letras/caracter450.png,../letras/caracter465.png,11667.3428571,0.55165039352,15667.9285714,0.281121987915,0.121714285714,0.53766929096,0.0990476190476,0.344064128659,0.0782857142857,0.635723476502,0.100952380952,0.401205403282,0.144571428571,0.0348571428571,0.123670530612,0.033642122449,0.0123121590934,0.0123121590934
1,../letras/caracter450.png,../letras/caracter449.png,9363.6,0.581589969803,15606.0,0.25661294395,0.138857142857,0.567208135794,0.16,0.258759668564,0.0834285714286,0.631813864471,0.139047619048,0.340467833752,0.144571428571,0.0611428571429,0.123670530612,0.0574044081633,0.0123121590934,0.0123121590934
1,../letras/caracter450.png,../letras/caracter452.png,10441.1571429,0.536676969723,17401.9285714,0.23731921445,0.152571428571,0.502879799187,0.16,0.261279616243,0.0857142857143,0.592389759139,0.142857142857,0.317360634339,0.144571428571,0.088,0.123670530612,0.080256,0.0123121590934,0.0123121590934
1,../letras/caracter450.png,../letras/caracter453.png,7654.37142857,0.661064692181,12757.2857143,0.402316601644,0.136,0.581674092843,0.122857142857,0.406924083663,0.0782857142857,0.686271326601,0.130476190476,0.440306514325,0.144571428571,0.0805714285714,0.123670530612,0.0740796734694,0.0123121590934,0.0123121590934
1,../letras/caracter450.png,../letras/caracter451.png,11109.9857143,0.545650788558,18392.7857143,0.255942561339,0.151428571429,0.511792038582,0.17619047619,0.213438703904,0.0925714285714,0.599780796117,0.154285714286,0.330549169634,0.144571428571,0.108571428571,0.123670530612,0.0967836734694,0.0123121590934,0.0123121590934
1,../letras/caracter450.png,../letras/caracter464.png,9289.28571429,0.583561035434,15482.1428571,0.260226564274,0.130857142857,0.568021573767,0.138095238095,0.301746443668,0.0828571428571,0.619522711818,0.138095238095,0.317934053889,0.144571428571,0.044,0.123670530612,0.042064,0.0123121590934,0.0123121590934
1,../letras/caracter450.png,../letras/caracter458.png,6948.38571429,0.706618467474,11580.6428571,0.485831856347,0.106285714286,0.664430546035,0.146666666667,0.298430088515,0.0662857142857,0.715246655982,0.110476190476,0.493427951523,0.144571428571,0.0571428571429,0.123670530612,0.0538775510204,0.0123121590934,0.0123121590934
1,../letras/caracter450.png,../letras/caracter455.png,7691.52857143,0.664601473661,12819.2142857,0.408800701024,0.106857142857,0.639625279295,0.141904761905,0.272192010546,0.0617142857143,0.733943786195,0.102857142857,0.527706023581,0.144571428571,0.0537142857143,0.123670530612,0.0508290612245,0.0123121590934,0.0123121590934
1,../letras/caracter450.png,../letras/caracter461.png,8025.94285714,0.670706954229,13376.5714286,0.419994082064,0.133142857143,0.583124314232,0.150476190476,0.315920281607,0.0811428571429,0.671536693586,0.135238095238,0.413293020463,0.144571428571,0.104571428571,0.123670530612,0.093636244898,0.0123121590934,0.0123121590934
1,../letras/caracter450.png,../letras/caracter454.png,9698.01428571,0.570999011934,16163.3571429,0.237196187857,0.138285714286,0.565620519045,0.157142857143,0.237641491566,0.0902857142857,0.603900384832,0.150476190476,0.28929312108,0.144571428571,0.100571428571,0.123670530612,0.0904568163265,0.0123121590934,0.0123121590934
1,../letras/caracter450.png,../letras/caracter459.png,8620.45714286,0.650050398252,11704.5,0.433056862685,0.132,0.573704730865,0.118095238095,0.346091109196,0.0742857142857,0.715436263335,0.100952380952,0.52234612137,0.144571428571,0.0771428571429,0.123670530612,0.0711918367347,0.0123121590934,0.0123121590934
1,../letras/caracter450.png,../letras/caracter457.png,10106.7428571,0.561398314713,16844.5714286,0.263429313541,0.154285714286,0.493277130657,0.186666666667,0.197316035854,0.0874285714286,0.610932117191,0.145714285714,0.33908829657,0.144571428571,0.106857142857,0.123670530612,0.0954386938776,0.0123121590934,0.0123121590934
1,../letras/caracter450.png,../letras/caracter463.png,8323.2,0.632634480829,13872.0,0.354930115413,0.134285714286,0.582324867903,0.127619047619,0.303469519154,0.0708571428571,0.673882551046,0.118095238095,0.421165078685,0.144571428571,0.0657142857143,0.123670530612,0.0613959183673,0.0123121590934,0.0123121590934
1,../letras/caracter450.png,../letras/caracter456.png,7691.52857143,0.664033729458,12819.2142857,0.410126058297,0.127428571429,0.617838325583,0.153333333333,0.308593454927,0.0714285714286,0.697997495864,0.119047619048,0.462994931155,0.144571428571,0.0971428571429,0.123670530612,0.087706122449,0.0123121590934,0.0123121590934
1,../letras/caracter450.png,../letras/caracter460.png,6353.87142857,0.724942698331,10589.7857143,0.519426279585,0.102857142857,0.668725150834,0.146666666667,0.292030647674,0.0742857142857,0.696778922782,0.12380952381,0.459570440655,0.144571428571,0.0834285714286,0.123670530612,0.076468244898,0.0123121590934,0.0123121590934
1,../letras/caracter450.png,../letras/caracter448.png,8211.72857143,0.642073719385,13686.2142857,0.367499818184,0.136,0.573139189873,0.151428571429,0.283994678153,0.0788571428571,0.675199485402,0.131428571429,0.420008138793,0.144571428571,0.0777142857143,0.123670530612,0.0716747755102,0.0123121590934,0.0123121590934
1,../letras/caracter607.png,../letras/caracter620.png,9772.32857143,0.560201693176,15729.8571429,0.436700556689,0.144,0.502329519384,0.150476190476,0.468224478137,0.0737142857143,0.621311803115,0.121904761905,0.521208167827,0.0914285714286,0.0954285714286,0.0830693877551,0.0863219591837,0.0123121590934,0.0123121590934
1,../letras/caracter607.png,../letras/caracter618.png,11258.6142857,0.457422439065,16596.8571429,0.336481855677,0.18,0.415490063348,0.158095238095,0.42373575756,0.0942857142857,0.5103915559,0.132380952381,0.40550697104,0.0914285714286,0.119428571429,0.0830693877551,0.105165387755,0.0123121590934,0.0123121590934
1,../letras/caracter607.png,../letras/caracter598.png,10812.7285714,0.465956813483,17030.3571429,0.300669881982,0.164,0.400107104562,0.140952380952,0.509120278248,0.0851428571429,0.533936105603,0.139047619048,0.383637746178,0.0914285714286,0.114857142857,0.0830693877551,0.101664979592,0.0123121590934,0.0123121590934
1,../letras/caracter607.png,../letras/caracter617.png,10292.5285714,0.553586708135,14800.9285714,0.386176082419,0.150857142857,0.516556189938,0.101904761905,0.6633740586,0.0885714285714,0.605299623662,0.119047619048,0.453527845413,0.0914285714286,0.0794285714286,0.0830693877551,0.0731196734694,0.0123121590934,0.0123121590934
1,../letras/caracter607.png,../letras/caracter619.png,11630.1857143,0.559105752415,19383.6428571,0.350564752736,0.117714285714,0.59335708226,0.144761904762,0.532303527848,0.0851428571429,0.627672885503,0.141904761905,0.478998384011,0.0914285714286,0.117142857143,0.0830693877551,0.103420408163,0.0123121590934,0.0123121590934
1,../letras/caracter607.png,../letras/caracter611.png,8211.72857143,0.551679725135,13686.2142857,0.375982501776,0.142285714286,0.492316803845,0.147619047619,0.469657376968,0.0702857142857,0.59880117197,0.117142857143,0.432321061175,0.0914285714286,0.0851428571429,0.0830693877551,0.0778935510204,0.0123121590934,0.0123121590934
1,../letras/caracter607.png,../letras/caracter594.png,10292.5285714,0.5121198191,17154.2142857,0.309362863184,0.153142857143,0.484576880036,0.138095238095,0.494283406147,0.0822857142857,0.558789000218,0.137142857143,0.370869880953,0.0914285714286,0.0817142857143,0.0830693877551,0.0750370612245,0.0123121590934,0.0123121590934
1,../letras/caracter607.png,../letras/caracter595.png,9883.8,0.566396147284,16473.0,0.334583469564,0.144,0.541441954212,0.137142857143,0.522278692489,0.0771428571429,0.613963886335,0.128571428571,0.42268251623,0.0914285714286,0.100571428571,0.0830693877551,0.0904568163265,0.0123121590934,0.0123121590934
1,../letras/caracter607.png,../letras/caracter599.png,11964.6,0.506874568651,19941.0,0.233886910348,0.161142857143,0.472355135028,0.16380952381,0.436467449853,0.105714285714,0.533526326829,0.17619047619,0.298479117972,0.0914285714286,0.142857142857,0.0830693877551,0.122448979592,0.0123121590934,0.0123121590934
1,../letras/caracter607.png,../letras/caracter593.png,11184.3,0.499914716752,18640.5,0.294100454705,0.152571428571,0.467267146143,0.158095238095,0.461834819379,0.0834285714286,0.569177850162,0.139047619048,0.388725627355,0.0914285714286,0.121714285714,0.0830693877551,0.106899918367,0.0123121590934,0.0123121590934
1,../letras/caracter607.png,../letras/caracter614.png,9214.97142857,0.565437672255,15358.2857143,0.360313108047,0.132571428571,0.548709556595,0.118095238095,0.629184264718,0.0725714285714,0.609080566188,0.120952380952,0.423152380172,0.0914285714286,0.0628571428571,0.0830693877551,0.058906122449,0.0123121590934,0.0123121590934
1,../letras/caracter607.png,../letras/caracter609.png,8471.82857143,0.561544443367,14119.7142857,0.369152793816,0.145142857143,0.497869434932,0.148571428571,0.443434105043,0.0725714285714,0.600289324377,0.120952380952,0.41838315185,0.0914285714286,0.0914285714286,0.0830693877551,0.0830693877551,0.0123121590934,0.0123121590934
1,../letras/caracter607.png,../letras/caracter591.png,4533.17142857,0.759850421065,7555.28571429,0.667201074772,0.109714285714,0.64696552305,0.0942857142857,0.626427369924,0.0542857142857,0.757151895141,0.0904761904762,0.691368975832,0.0914285714286,0.108571428571,0.0830693877551,0.0967836734694,0.0123121590934,0.0123121590934
1,../letras/caracter607.png,../letras/caracter610.png,7431.42857143,0.624936015869,12385.7142857,0.499615717088,0.111428571429,0.594361585818,0.102857142857,0.670829156401,0.0634285714286,0.656745625619,0.105714285714,0.53855259384,0.0914285714286,0.0617142857143,0.0830693877551,0.0579056326531,0.0123121590934,0.0123121590934
1,../letras/caracter607.png,../letras/caracter608.png,9958.11428571,0.592536875595,13933.9285714,0.390771558334,0.148,0.547483506688,0.144761904762,0.533520412905,0.100571428571,0.614359137106,0.132380952381,0.47159619391,0.0914285714286,0.145142857143,0.0830693877551,0.124076408163,0.0123121590934,0.0123121590934
