resposta, char1, char2, MSE, ISS
1, letras/caracter80.png, letras/caracter73.png, 50830.9714286, 0.380288521291
1, letras/caracter80.png, letras/caracter66.png, 55401.3, 0.425079857118
1, letras/caracter80.png, letras/caracter76.png, 49567.6285714, 0.436170795565
1, letras/caracter80.png, letras/caracter71.png, 52354.4142857, 0.410002086371
1, letras/caracter80.png, letras/caracter72.png, 52725.9857143, 0.428941031137
1, letras/caracter80.png, letras/caracter74.png, 46483.5857143, 0.437483258274
1, letras/caracter80.png, letras/caracter65.png, 52837.4571429, 0.449823523344
1, letras/caracter80.png, letras/caracter75.png, 57222.0, 0.410944172483
1, letras/caracter80.png, letras/caracter69.png, 53692.0714286, 0.45324169613
1, letras/caracter80.png, letras/caracter68.png, 48378.6, 0.484404689586
1, letras/caracter80.png, letras/caracter77.png, 47932.7142857, 0.468257942118
1, letras/caracter80.png, letras/caracter70.png, 45814.7571429, 0.476260062401
1, letras/caracter655.png, letras/caracter647.png, 56850.4285714, 0.37142742811
1, letras/caracter655.png, letras/caracter654.png, 54175.1142857, 0.404534226576
1, letras/caracter655.png, letras/caracter651.png, 60306.0428571, 0.298416542452
1, letras/caracter655.png, letras/caracter657.png, 47486.8285714, 0.443409461669
1, letras/caracter655.png, letras/caracter648.png, 61866.6428571, 0.31589534857
1, letras/caracter655.png, letras/caracter656.png, 43027.9714286, 0.461505648449
1, letras/caracter655.png, letras/caracter658.png, 58968.3857143, 0.287813154372
1, letras/caracter655.png, letras/caracter650.png, 45480.3428571, 0.441419950239
1, letras/caracter655.png, letras/caracter652.png, 57296.3142857, 0.364276574427
1, letras/caracter655.png, letras/caracter653.png, 41355.9, 0.473043408077
1, letras/caracter655.png, letras/caracter649.png, 52280.1, 0.410049757078
1, letras/caracter509.png, letras/caracter504.png, 35893.8, 0.570360181732
1, letras/caracter509.png, letras/caracter510.png, 51499.8, 0.514412983881
1, letras/caracter509.png, letras/caracter507.png, 50162.1428571, 0.399340089417
1, letras/caracter509.png, letras/caracter503.png, 55289.8285714, 0.426729881558
1, letras/caracter509.png, letras/caracter508.png, 47375.3571429, 0.518764318911
1, letras/caracter509.png, letras/caracter501.png, 56181.6, 0.406353853571
1, letras/caracter509.png, letras/caracter506.png, 48601.5428571, 0.43995306179
1, letras/caracter509.png, letras/caracter502.png, 42805.0285714, 0.500318061515
1, letras/caracter509.png, letras/caracter505.png, 60863.4, 0.327924281184
1, letras/caracter110.png, letras/caracter105.png, 54249.4285714, 0.361475775984
1, letras/caracter110.png, letras/caracter106.png, 55698.5571429, 0.360148858399
1, letras/caracter110.png, letras/caracter116.png, 61160.6571429, 0.322060495536
1, letras/caracter110.png, letras/caracter107.png, 51053.9142857, 0.460716200659
1, letras/caracter110.png, letras/caracter100.png, 54286.5857143, 0.369582804606
1, letras/caracter110.png, letras/caracter112.png, 53617.7571429, 0.370593547026
1, letras/caracter110.png, letras/caracter109.png, 53617.7571429, 0.324690492677
1, letras/caracter110.png, letras/caracter102.png, 36451.1571429, 0.54066236589
1, letras/caracter110.png, letras/caracter115.png, 54621.0, 0.34873579004
1, letras/caracter110.png, letras/caracter108.png, 62832.7285714, 0.276168939691
1, letras/caracter110.png, letras/caracter113.png, 60863.4, 0.353704980977
1, letras/caracter110.png, letras/caracter101.png, 63761.6571429, 0.306177712287
1, letras/caracter110.png, letras/caracter111.png, 39460.8857143, 0.509798300495
1, letras/caracter110.png, letras/caracter114.png, 71341.7142857, 0.234034076007
1, letras/caracter110.png, letras/caracter103.png, 53469.1285714, 0.365658308425
1, letras/caracter110.png, letras/caracter117.png, 60863.4, 0.395383235403
1, letras/caracter110.png, letras/caracter104.png, 57742.2, 0.338240819121
1, letras/caracter93.png, letras/caracter90.png, 53952.1714286, 0.366849295048
1, letras/caracter93.png, letras/caracter97.png, 59191.3285714, 0.362615685905
1, letras/caracter93.png, letras/caracter99.png, 45145.9285714, 0.41152477462
1, letras/caracter93.png, letras/caracter82.png, 41801.7857143, 0.489861733337
1, letras/caracter93.png, letras/caracter89.png, 32103.7714286, 0.617813526431
1, letras/caracter93.png, letras/caracter88.png, 31620.7285714, 0.573804185935
1, letras/caracter93.png, letras/caracter83.png, 43102.2857143, 0.515843317055
1, letras/caracter93.png, letras/caracter85.png, 38977.8428571, 0.550196225899
1, letras/caracter93.png, letras/caracter81.png, 36228.2142857, 0.61193472541
1, letras/caracter93.png, letras/caracter84.png, 48564.3857143, 0.480582313738
1, letras/caracter93.png, letras/caracter86.png, 41690.3142857, 0.521600993417
1, letras/caracter93.png, letras/caracter91.png, 51499.8, 0.358729286527
1, letras/caracter93.png, letras/caracter96.png, 53060.4, 0.377992268447
1, letras/caracter93.png, letras/caracter95.png, 60863.4, 0.29663135448
1, letras/caracter93.png, letras/caracter87.png, 32772.6, 0.626785861759
1, letras/caracter93.png, letras/caracter98.png, 46149.1714286, 0.433109780819
1, letras/caracter93.png, letras/caracter92.png, 42470.6142857, 0.478769945984
1, letras/caracter93.png, letras/caracter94.png, 45257.4, 0.506733047862
1, letras/caracter574.png, letras/caracter566.png, 56293.0714286, 0.308162261794
1, letras/caracter574.png, letras/caracter564.png, 58633.9714286, 0.333045766275
1, letras/caracter574.png, letras/caracter567.png, 46818.0, 0.409339597869
1, letras/caracter574.png, letras/caracter572.png, 59711.5285714, 0.352178717312
1, letras/caracter574.png, letras/caracter565.png, 37342.9285714, 0.482281001577
1, letras/caracter574.png, letras/caracter576.png, 53394.8142857, 0.383403416531
1, letras/caracter574.png, letras/caracter570.png, 58188.0857143, 0.345203945326
1, letras/caracter574.png, letras/caracter575.png, 63427.2428571, 0.287120437759
1, letras/caracter574.png, letras/caracter571.png, 39015.0, 0.515154078806
1, letras/caracter574.png, letras/caracter568.png, 54583.8428571, 0.314227243428
1, letras/caracter574.png, letras/caracter573.png, 48713.0142857, 0.409103928991
1, letras/caracter574.png, letras/caracter569.png, 50793.8142857, 0.426458206849
1, letras/caracter442.png, letras/caracter443.png, 43027.9714286, 0.489322435183
1, letras/caracter442.png, letras/caracter440.png, 56961.9, 0.332450083701
1, letras/caracter442.png, letras/caracter436.png, 65322.2571429, 0.231425500319
1, letras/caracter442.png, letras/caracter435.png, 50162.1428571, 0.411119846095
1, letras/caracter442.png, letras/caracter433.png, 62758.4142857, 0.318231957874
1, letras/caracter442.png, letras/caracter438.png, 55512.7714286, 0.288751277949
1, letras/caracter442.png, letras/caracter437.png, 54843.9428571, 0.348959991199
1, letras/caracter442.png, letras/caracter439.png, 58336.7142857, 0.306285720189
1, letras/caracter442.png, letras/caracter434.png, 43994.0571429, 0.486431029597
1, letras/caracter442.png, letras/caracter441.png, 47263.8857143, 0.490787809952
1, letras/caracter78.png, letras/caracter80.png, 43808.2714286, 0.525226257242
1, letras/caracter78.png, letras/caracter67.png, 56850.4285714, 0.380044339346
1, letras/caracter78.png, letras/caracter79.png, 54063.6428571, 0.404830172349
1, letras/caracter78.png, letras/caracter73.png, 45145.9285714, 0.473403069555
1, letras/caracter78.png, letras/caracter66.png, 57296.3142857, 0.416755387299
1, letras/caracter78.png, letras/caracter76.png, 57259.1571429, 0.389640840655
1, letras/caracter78.png, letras/caracter71.png, 51797.0571429, 0.449355564287
1, letras/caracter78.png, letras/caracter72.png, 49939.2, 0.493722879798
1, letras/caracter78.png, letras/caracter74.png, 45480.3428571, 0.473503464473
1, letras/caracter78.png, letras/caracter65.png, 57407.7857143, 0.439061472364
1, letras/caracter78.png, letras/caracter75.png, 53097.5571429, 0.458245292584
1, letras/caracter78.png, letras/caracter69.png, 51574.1142857, 0.469300116165
1, letras/caracter78.png, letras/caracter68.png, 51611.2714286, 0.490824394459
1, letras/caracter78.png, letras/caracter77.png, 56961.9, 0.429423972704
1, letras/caracter78.png, letras/caracter70.png, 46818.0, 0.510772957433
1, letras/caracter105.png, letras/caracter110.png, 54249.4285714, 0.361475775984
1, letras/caracter105.png, letras/caracter106.png, 47375.3571429, 0.487116145025
1, letras/caracter105.png, letras/caracter116.png, 54621.0, 0.350194996905
1, letras/caracter105.png, letras/caracter107.png, 55587.0857143, 0.375912708041
1, letras/caracter105.png, letras/caracter100.png, 44105.5285714, 0.51594832303
1, letras/caracter105.png, letras/caracter112.png, 42099.0428571, 0.490878185341
1, letras/caracter105.png, letras/caracter109.png, 39423.7285714, 0.532000997329
1, letras/caracter105.png, letras/caracter102.png, 44551.4142857, 0.42263304333
1, letras/caracter105.png, letras/caracter115.png, 40426.9714286, 0.539231337698
1, letras/caracter105.png, letras/caracter108.png, 44031.2142857, 0.50170892633
1, letras/caracter105.png, letras/caracter113.png, 50905.2857143, 0.418903700278
1, letras/caracter105.png, letras/caracter101.png, 46223.4857143, 0.511583305414
1, letras/caracter105.png, letras/caracter111.png, 44662.8857143, 0.449180305538
1, letras/caracter105.png, letras/caracter114.png, 56032.9714286, 0.334873092682
1, letras/caracter105.png, letras/caracter103.png, 31546.4142857, 0.618777007799
1, letras/caracter105.png, letras/caracter117.png, 66288.3428571, 0.322385464451
1, letras/caracter105.png, letras/caracter104.png, 38643.4285714, 0.530142717303
1, letras/caracter647.png, letras/caracter655.png, 56850.4285714, 0.37142742811
1, letras/caracter647.png, letras/caracter654.png, 57073.3714286, 0.438180708149
1, letras/caracter647.png, letras/caracter651.png, 62758.4142857, 0.292561255491
1, letras/caracter647.png, letras/caracter657.png, 57519.2571429, 0.416614867547
1, letras/caracter647.png, letras/caracter648.png, 60751.9285714, 0.3523290657
1, letras/caracter647.png, letras/caracter656.png, 34333.2, 0.607382147888
1, letras/caracter647.png, letras/caracter658.png, 67663.1571429, 0.300306121429
1, letras/caracter647.png, letras/caracter650.png, 56181.6, 0.411627966216
1, letras/caracter647.png, letras/caracter652.png, 62869.8857143, 0.378816091622
1, letras/caracter647.png, letras/caracter653.png, 40018.2428571, 0.551240267457
1, letras/caracter647.png, letras/caracter649.png, 51611.2714286, 0.47835672634
1, letras/caracter191.png, letras/caracter189.png, 52168.6285714, 0.379817044095
1, letras/caracter191.png, letras/caracter188.png, 46260.6428571, 0.440480479204
1, letras/caracter191.png, letras/caracter182.png, 51834.2142857, 0.381156939155
1, letras/caracter191.png, letras/caracter194.png, 45814.7571429, 0.390594601401
1, letras/caracter191.png, letras/caracter186.png, 47709.7714286, 0.327595907499
1, letras/caracter191.png, letras/caracter184.png, 42693.5571429, 0.495384247054
1, letras/caracter191.png, letras/caracter183.png, 50013.5142857, 0.454407723045
1, letras/caracter191.png, letras/caracter193.png, 50830.9714286, 0.39113906959
1, letras/caracter191.png, letras/caracter192.png, 50719.5, 0.406389860657
1, letras/caracter191.png, letras/caracter190.png, 45257.4, 0.529478301836
1, letras/caracter191.png, letras/caracter187.png, 57110.5285714, 0.304064590583
1, letras/caracter191.png, letras/caracter185.png, 47040.9428571, 0.425756987559
1, letras/caracter40.png, letras/caracter48.png, 47932.7142857, 0.42291884879
1, letras/caracter40.png, letras/caracter52.png, 56999.0571429, 0.384871531241
1, letras/caracter40.png, letras/caracter44.png, 52503.0428571, 0.374147930047
1, letras/caracter40.png, letras/caracter47.png, 40241.1857143, 0.424442360317
1, letras/caracter40.png, letras/caracter41.png, 43696.8, 0.424675792423
1, letras/caracter40.png, letras/caracter45.png, 43139.4428571, 0.437644181956
1, letras/caracter40.png, letras/caracter39.png, 51908.5285714, 0.379235204671
1, letras/caracter40.png, letras/caracter35.png, 67663.1571429, 0.309510920428
1, letras/caracter40.png, letras/caracter42.png, 54175.1142857, 0.374357728018
1, letras/caracter40.png, letras/caracter38.png, 42916.5, 0.40848302993
1, letras/caracter40.png, letras/caracter43.png, 41207.2714286, 0.452917986706
1, letras/caracter40.png, letras/caracter51.png, 40241.1857143, 0.461295193758
1, letras/caracter40.png, letras/caracter37.png, 52725.9857143, 0.36304495054
1, letras/caracter40.png, letras/caracter36.png, 54063.6428571, 0.387004307148
1, letras/caracter40.png, letras/caracter33.png, 58745.4428571, 0.351854820989
1, letras/caracter40.png, letras/caracter46.png, 55810.0285714, 0.430412814158
1, letras/caracter40.png, letras/caracter50.png, 44811.5142857, 0.485790352554
1, letras/caracter40.png, letras/caracter34.png, 63984.6, 0.284735351888
1, letras/caracter40.png, letras/caracter53.png, 49047.4285714, 0.401384631334
1, letras/caracter40.png, letras/caracter49.png, 44031.2142857, 0.450923241901
1, letras/caracter40.png, letras/caracter54.png, 53840.7, 0.368135096141
1, letras/caracter138.png, letras/caracter141.png, 36451.1571429, 0.592953102646
1, letras/caracter138.png, letras/caracter140.png, 49270.3714286, 0.359387599636
1, letras/caracter138.png, letras/caracter131.png, 54398.0571429, 0.399964785584
1, letras/caracter138.png, letras/caracter142.png, 39572.3571429, 0.462871966188
1, letras/caracter138.png, letras/caracter132.png, 53952.1714286, 0.391284873472
1, letras/caracter138.png, letras/caracter139.png, 43362.3857143, 0.498605306023
1, letras/caracter138.png, letras/caracter135.png, 52725.9857143, 0.40552228327
1, letras/caracter138.png, letras/caracter134.png, 49753.4142857, 0.372180276954
1, letras/caracter138.png, letras/caracter136.png, 51722.7428571, 0.400095548031
1, letras/caracter138.png, letras/caracter137.png, 51536.9571429, 0.332540636096
1, letras/caracter138.png, letras/caracter133.png, 40687.0714286, 0.494908731189
1, letras/caracter483.png, letras/caracter484.png, 52503.0428571, 0.396912556305
1, letras/caracter483.png, letras/caracter481.png, 65173.6285714, 0.275079613592
1, letras/caracter483.png, letras/caracter482.png, 55066.8857143, 0.382156294239
1, letras/caracter157.png, letras/caracter155.png, 50682.3428571, 0.492728239428
1, letras/caracter157.png, letras/caracter156.png, 35782.3285714, 0.562075646496
1, letras/caracter157.png, letras/caracter159.png, 48229.9714286, 0.404028571116
1, letras/caracter157.png, letras/caracter165.png, 61829.4857143, 0.335762446208
1, letras/caracter157.png, letras/caracter162.png, 40984.3285714, 0.521746972129
1, letras/caracter157.png, letras/caracter153.png, 45331.7142857, 0.449108274772
1, letras/caracter157.png, letras/caracter152.png, 56590.3285714, 0.429973895215
1, letras/caracter157.png, letras/caracter164.png, 51574.1142857, 0.401579246226
1, letras/caracter157.png, letras/caracter154.png, 43362.3857143, 0.530527503708
1, letras/caracter157.png, letras/caracter160.png, 23186.0571429, 0.717939204695
1, letras/caracter157.png, letras/caracter161.png, 28945.4142857, 0.601065523827
1, letras/caracter157.png, letras/caracter158.png, 38011.7571429, 0.452538436373
1, letras/caracter157.png, letras/caracter163.png, 50236.4571429, 0.482044385688
1, letras/caracter106.png, letras/caracter110.png, 55698.5571429, 0.360148858399
1, letras/caracter106.png, letras/caracter105.png, 47375.3571429, 0.487116145025
1, letras/caracter106.png, letras/caracter116.png, 62312.5285714, 0.356443770545
1, letras/caracter106.png, letras/caracter107.png, 67514.5285714, 0.289864291336
1, letras/caracter106.png, letras/caracter100.png, 44217.0, 0.595245471174
1, letras/caracter106.png, letras/caracter112.png, 52020.0, 0.383108876031
1, letras/caracter106.png, letras/caracter109.png, 48452.9142857, 0.481138471367
1, letras/caracter106.png, letras/caracter102.png, 58262.4, 0.325355108619
1, letras/caracter106.png, letras/caracter115.png, 45889.0714286, 0.522530655356
1, letras/caracter106.png, letras/caracter108.png, 53952.1714286, 0.44380212787
1, letras/caracter106.png, letras/caracter113.png, 66399.8142857, 0.277346868167
1, letras/caracter106.png, letras/caracter101.png, 62386.8428571, 0.382957823721
1, letras/caracter106.png, letras/caracter111.png, 52800.3, 0.467494118328
1, letras/caracter106.png, letras/caracter114.png, 65953.9285714, 0.303224221151
1, letras/caracter106.png, letras/caracter103.png, 48824.4857143, 0.483411890904
1, letras/caracter106.png, letras/caracter117.png, 61718.0142857, 0.420116657291
1, letras/caracter106.png, letras/caracter104.png, 42767.8714286, 0.572923857639
1, letras/caracter424.png, letras/caracter426.png, 45591.8142857, 0.44928485366
1, letras/caracter424.png, letras/caracter431.png, 51053.9142857, 0.343523915174
1, letras/caracter424.png, letras/caracter430.png, 47746.9285714, 0.460474455189
1, letras/caracter424.png, letras/caracter423.png, 40204.0285714, 0.520038518019
1, letras/caracter424.png, letras/caracter425.png, 35336.4428571, 0.5366328552
1, letras/caracter424.png, letras/caracter432.png, 50942.4428571, 0.387546897113
1, letras/caracter424.png, letras/caracter429.png, 63873.1285714, 0.336012227238
1, letras/caracter424.png, letras/caracter428.png, 36414.0, 0.50253654418
1, letras/caracter424.png, letras/caracter427.png, 42990.8142857, 0.453841864031
1, letras/caracter525.png, letras/caracter532.png, 51499.8, 0.339255535315
1, letras/caracter525.png, letras/caracter528.png, 41801.7857143, 0.550989097991
1, letras/caracter525.png, letras/caracter531.png, 41653.1571429, 0.47329467561
1, letras/caracter525.png, letras/caracter533.png, 48155.6571429, 0.426596820004
1, letras/caracter525.png, letras/caracter537.png, 45926.2285714, 0.472586447432
1, letras/caracter525.png, letras/caracter524.png, 42359.1428571, 0.521686073767
1, letras/caracter525.png, letras/caracter536.png, 56293.0714286, 0.339963406501
1, letras/caracter525.png, letras/caracter538.png, 44588.5714286, 0.482932353393
1, letras/caracter525.png, letras/caracter530.png, 56404.5428571, 0.300777003382
1, letras/caracter525.png, letras/caracter523.png, 47152.4142857, 0.415802056403
1, letras/caracter525.png, letras/caracter535.png, 51165.3857143, 0.405959281192
1, letras/caracter525.png, letras/caracter529.png, 42061.8857143, 0.510314808307
1, letras/caracter525.png, letras/caracter527.png, 46818.0, 0.440744348714
1, letras/caracter525.png, letras/caracter522.png, 38123.2285714, 0.499911283038
1, letras/caracter525.png, letras/caracter534.png, 33552.9, 0.592434498674
1, letras/caracter525.png, letras/caracter526.png, 39237.9428571, 0.509195032879
1, letras/caracter224.png, letras/caracter223.png, 65953.9285714, 0.305579074799
1, letras/caracter224.png, letras/caracter226.png, 60157.4142857, 0.331681981121
1, letras/caracter224.png, letras/caracter227.png, 55512.7714286, 0.379754513919
1, letras/caracter224.png, letras/caracter222.png, 53952.1714286, 0.355865115251
1, letras/caracter224.png, letras/caracter217.png, 57184.8428571, 0.384245052045
1, letras/caracter224.png, letras/caracter220.png, 41132.9571429, 0.470341194317
1, letras/caracter224.png, letras/caracter228.png, 57630.7285714, 0.388641950394
1, letras/caracter224.png, letras/caracter218.png, 52725.9857143, 0.358375005206
1, letras/caracter224.png, letras/caracter225.png, 57965.1428571, 0.292235438235
1, letras/caracter224.png, letras/caracter219.png, 53506.2857143, 0.40531572815
1, letras/caracter224.png, letras/caracter221.png, 48044.1857143, 0.419119021881
1, letras/caracter532.png, letras/caracter525.png, 51499.8, 0.339255535315
1, letras/caracter532.png, letras/caracter528.png, 46706.5285714, 0.403251337269
1, letras/caracter532.png, letras/caracter531.png, 35856.6428571, 0.504059863439
1, letras/caracter532.png, letras/caracter533.png, 50162.1428571, 0.329787689469
1, letras/caracter532.png, letras/caracter537.png, 53952.1714286, 0.359284347819
1, letras/caracter532.png, letras/caracter524.png, 53729.2285714, 0.352652038939
1, letras/caracter532.png, letras/caracter536.png, 57630.7285714, 0.282379571855
1, letras/caracter532.png, letras/caracter538.png, 55066.8857143, 0.326717707254
1, letras/caracter532.png, letras/caracter530.png, 55066.8857143, 0.347928600559
1, letras/caracter532.png, letras/caracter523.png, 52503.0428571, 0.319874795575
1, letras/caracter532.png, letras/caracter535.png, 43139.4428571, 0.434642443514
1, letras/caracter532.png, letras/caracter529.png, 45406.0285714, 0.442260099792
1, letras/caracter532.png, letras/caracter527.png, 49047.4285714, 0.369962073553
1, letras/caracter532.png, letras/caracter522.png, 39906.7714286, 0.445284507445
1, letras/caracter532.png, letras/caracter534.png, 47821.2428571, 0.31829453047
1, letras/caracter532.png, letras/caracter526.png, 42582.0857143, 0.447377117041
1, letras/caracter426.png, letras/caracter424.png, 45591.8142857, 0.44928485366
1, letras/caracter426.png, letras/caracter431.png, 60528.9857143, 0.289032532195
1, letras/caracter426.png, letras/caracter430.png, 48973.1142857, 0.47868394184
1, letras/caracter426.png, letras/caracter423.png, 53692.0714286, 0.420237287482
1, letras/caracter426.png, letras/caracter425.png, 40129.7142857, 0.53108895172
1, letras/caracter426.png, letras/caracter432.png, 48824.4857143, 0.41777357234
1, letras/caracter426.png, letras/caracter429.png, 70004.0571429, 0.290957982072
1, letras/caracter426.png, letras/caracter428.png, 46780.8428571, 0.479149235333
1, letras/caracter426.png, letras/caracter427.png, 58262.4, 0.353906798281
1, letras/caracter176.png, letras/caracter175.png, 44254.1571429, 0.533992961128
1, letras/caracter176.png, letras/caracter174.png, 69521.0142857, 0.29865886278
1, letras/caracter176.png, letras/caracter167.png, 52986.0857143, 0.374602893702
1, letras/caracter176.png, letras/caracter173.png, 41467.3714286, 0.53349843555
1, letras/caracter176.png, letras/caracter178.png, 60528.9857143, 0.335884130387
1, letras/caracter176.png, letras/caracter180.png, 57630.7285714, 0.352879447923
1, letras/caracter176.png, letras/caracter170.png, 52020.0, 0.400838210104
1, letras/caracter176.png, letras/caracter177.png, 53171.8714286, 0.372976745398
1, letras/caracter176.png, letras/caracter179.png, 58968.3857143, 0.308513905001
1, letras/caracter176.png, letras/caracter171.png, 37119.9857143, 0.574286717597
1, letras/caracter176.png, letras/caracter169.png, 54621.0, 0.363524682857
1, letras/caracter176.png, letras/caracter172.png, 40315.5, 0.5187484691
1, letras/caracter176.png, letras/caracter168.png, 46929.4714286, 0.504826308373
1, letras/caracter176.png, letras/caracter166.png, 49047.4285714, 0.468649700481
1, letras/caracter176.png, letras/caracter181.png, 58856.9142857, 0.321955706348
1, letras/caracter124.png, letras/caracter120.png, 41913.2571429, 0.524536342754
1, letras/caracter124.png, letras/caracter127.png, 60528.9857143, 0.281441610991
1, letras/caracter124.png, letras/caracter128.png, 62535.4714286, 0.340113899337
